Mental Health Issue,HIV/AIDS,Tobacco Use,Alcohol Use,Access to Mental Health Services,Access to SRH Education,Physical Activity,Overweight/Obesity,Age Group,Education Level,Coping Mechanism
0.29,0.022,0.13,0.13,0.064,0.56,0.38,0.1,21-25,Secondary,Socializing
0.35,0.022,0.16,0.28,0.045,0.39,0.39,0.06,15-20,Tertiary,Isolation
0.14,0.018,0.12,0.14,0.05,0.46,0.35,0.02,21-25,Secondary,Isolation
0.3,0.014,0.15,0.14,0.066,0.5,0.25,0.11,15-20,Secondary,Isolation
0.17,0.013,0.12,0.24,0.076,0.46,0.58,0.08,21-25,Secondary,Socializing
0.4,0.018,0.13,0.13,0.041,0.67,0.35,0.03,26-30,Secondary,Substance Use
0.37,0.023,0.12,0.11,0.049,0.58,0.28,0.12,21-25,Primary,Socializing
0.25,0.024,0.12,0.25,0.004,0.68,0.39,0.05,26-30,Secondary,Isolation
0.32,0.015,0.1,0.22,0.058,0.53,0.37,0.14,15-20,Primary,Exercise
0.03,0.008,0.19,0.19,0.027,0.59,0.55,0.06,15-20,Secondary,Seeking Help
0.36,0.023,0.13,0.11,0.082,0.41,0.32,0.05,15-20,Tertiary,Socializing
0.36,0.017,0.19,0.14,0.057,0.52,0.45,0.05,21-25,Primary,Exercise
0.26,0.023,0.13,0.13,0.033,0.65,0.52,0.11,21-25,Tertiary,Seeking Help
0.48,0.023,0.12,0.16,0.062,0.34,0.32,0.1,21-25,Secondary,Exercise
0.34,0.022,0.13,0.18,0.011,0.54,0.39,0.16,26-30,Secondary,Exercise
0.33,0.019,0.14,0.12,0.042,0.61,0.31,0.04,15-20,Secondary,Substance Use
0.44,0.031,0.17,0.11,0.08,0.62,0.34,0.17,21-25,Secondary,Exercise
0.4,0.012,0.1,0.09,0.036,0.63,0.27,0.14,21-25,Secondary,Socializing
0.27,0.013,0.19,0.12,0.059,0.63,0.37,0.15,21-25,Tertiary,Socializing
0.35,0.01,0.08,0.14,0.049,0.69,0.4,0.13,21-25,Secondary,Isolation
0.43,0.018,0.07,0.2,0.048,0.63,0.31,0.17,21-25,Secondary,Exercise
0.4,0.02,0.14,0.15,0.044,0.76,0.39,0.17,15-20,Tertiary,Seeking Help
0.34,0.012,0.11,0.16,0.087,0.56,0.48,0.11,15-20,Secondary,Exercise
0.27,0.025,0.11,0.11,0.045,0.73,0.48,0.11,15-20,Tertiary,Socializing
0.33,0.028,0.1,0.17,0.048,0.59,0.45,0.17,26-30,Primary,Socializing
0.25,0.022,0.14,0.18,0.061,0.69,0.35,0.07,26-30,Tertiary,Isolation
0.29,0.022,0.1,0.18,0.026,0.66,0.22,0.08,26-30,Secondary,Socializing
0.26,0.005,0.12,0.11,0.044,0.56,0.58,0.16,26-30,Secondary,Exercise
0.26,0.019,0.11,0.16,0.051,0.55,0.44,0.06,21-25,Tertiary,Seeking Help
0.28,0.019,0.08,0.17,0.053,0.63,0.37,0.07,26-30,No Formal Education,Seeking Help
0.43,0.026,0.14,0.12,0.079,0.77,0.28,0.06,26-30,Secondary,Seeking Help
0.24,0.016,0.05,0.16,0.051,0.63,0.43,0.06,26-30,Primary,Socializing
0.38,0.026,0.11,0.07,0.045,0.69,0.59,0.05,21-25,Secondary,Substance Use
0.29,0.024,0.18,0.13,0.037,0.76,0.32,0.03,21-25,Secondary,Seeking Help
0.48,0.024,0.11,0.1,0.058,0.66,0.51,0.12,21-25,Primary,Socializing
0.47,0.021,0.16,0.11,0.028,0.62,0.49,0.07,21-25,Secondary,Isolation
0.27,0.008,0.07,0.19,0.045,0.63,0.34,0.08,21-25,Secondary,Exercise
0.17,0.022,0.12,0.23,0.03,0.47,0.27,0.09,21-25,Secondary,Socializing
0.22,0.028,0.09,0.13,0.059,0.5,0.4,0.08,21-25,Secondary,Substance Use
0.51,0.024,0.07,0.1,0.048,0.69,0.46,0.14,21-25,Secondary,Socializing
0.33,0.026,0.15,0.11,0.068,0.56,0.48,0.12,21-25,No Formal Education,Socializing
0.51,0.014,0.11,0.2,0.032,0.58,0.24,0.15,21-25,Secondary,Isolation
0.48,0.015,0.12,0.18,0.059,0.58,0.55,0.17,21-25,Secondary,Exercise
0.46,0.018,0.07,0.2,0.031,0.62,0.47,0.12,21-25,No Formal Education,Socializing
0.25,0.025,0.1,0.15,0.055,0.54,0.4,0.01,21-25,Secondary,Isolation
0.42,0.022,0.14,0.19,0.051,0.58,0.48,0.08,26-30,Secondary,Seeking Help
0.37,0.024,0.08,0.11,0.061,0.78,0.45,0.07,21-25,Tertiary,Exercise
0.44,0.02,0.08,0.19,0.043,0.52,0.47,0.09,21-25,Tertiary,Socializing
0.22,0.02,0.17,0.18,0.046,0.65,0.32,0.06,26-30,Primary,Socializing
0.31,0.012,0.07,0.11,0.08,0.64,0.31,0.23,15-20,Secondary,Exercise
0.4,0.014,0.12,0.13,0.039,0.52,0.41,0.0,21-25,Primary,Socializing
0.47,0.022,0.16,0.14,0.026,0.68,0.37,0.12,26-30,Primary,Seeking Help
0.14,0.01,0.11,0.18,0.039,0.55,0.28,0.1,26-30,Primary,Isolation
0.52,0.019,0.09,0.15,0.019,0.56,0.45,0.15,15-20,Secondary,Seeking Help
0.28,0.019,0.09,0.14,0.071,0.61,0.43,0.14,21-25,Tertiary,Exercise
0.16,0.027,0.15,0.09,0.041,0.68,0.29,0.11,21-25,Primary,Exercise
0.16,0.022,0.13,0.18,0.058,0.82,0.51,0.15,15-20,Secondary,Seeking Help
0.0,0.025,0.11,0.14,0.053,0.61,0.63,0.05,26-30,Secondary,Substance Use
0.19,0.022,0.15,0.12,0.061,0.73,0.42,0.1,21-25,Secondary,Seeking Help
0.26,0.025,0.11,0.11,0.024,0.74,0.22,0.07,15-20,Secondary,Socializing
0.43,0.024,0.11,0.16,0.045,0.73,0.37,0.11,21-25,Secondary,Isolation
0.42,0.015,0.12,0.2,0.062,0.65,0.37,0.13,15-20,Secondary,Seeking Help
0.36,0.02,0.13,0.07,0.067,0.58,0.32,0.06,26-30,Secondary,Socializing
0.39,0.017,0.07,0.12,0.062,0.62,0.48,0.24,21-25,Secondary,Socializing
0.41,0.023,0.18,0.12,0.088,0.61,0.24,0.19,21-25,Secondary,Seeking Help
0.42,0.022,0.13,0.23,0.06,0.67,0.19,0.16,26-30,Secondary,Seeking Help
0.39,0.017,0.13,0.16,0.059,0.66,0.4,0.13,21-25,Secondary,Socializing
0.2,0.022,0.11,0.16,0.076,0.59,0.42,0.1,21-25,Tertiary,Substance Use
0.32,0.015,0.17,0.13,0.062,0.7,0.45,0.08,21-25,No Formal Education,Socializing
0.41,0.02,0.14,0.19,0.073,0.53,0.38,0.12,21-25,Tertiary,Socializing
0.08,0.02,0.14,0.05,0.046,0.47,0.37,0.15,26-30,Primary,Socializing
0.33,0.02,0.09,0.08,0.016,0.69,0.43,0.24,26-30,Secondary,Seeking Help
0.27,0.012,0.14,0.11,0.063,0.64,0.38,0.21,21-25,Secondary,Exercise
0.2,0.026,0.08,0.17,0.047,0.66,0.43,0.1,26-30,Secondary,Seeking Help
0.32,0.011,0.14,0.2,0.064,0.53,0.48,0.06,15-20,Primary,Substance Use
0.29,0.02,0.12,0.16,0.031,0.56,0.42,0.08,21-25,Primary,Seeking Help
0.22,0.02,0.12,0.07,0.059,0.67,0.58,0.12,26-30,Primary,Isolation
0.32,0.011,0.08,0.16,0.048,0.61,0.25,0.1,26-30,Tertiary,Seeking Help
0.24,0.025,0.1,0.11,0.058,0.74,0.42,0.13,15-20,Secondary,Socializing
0.35,0.017,0.11,0.18,0.03,0.67,0.43,0.1,21-25,No Formal Education,Exercise
0.41,0.023,0.16,0.2,0.052,0.72,0.29,0.04,21-25,Secondary,Seeking Help
0.31,0.022,0.14,0.21,0.079,0.75,0.18,0.06,21-25,Primary,Socializing
0.44,0.017,0.08,0.16,0.033,0.76,0.51,0.14,21-25,Tertiary,Isolation
0.39,0.014,0.15,0.14,0.052,0.68,0.44,0.16,21-25,Primary,Seeking Help
0.29,0.013,0.12,0.05,0.029,0.72,0.28,0.12,15-20,Secondary,Isolation
0.37,0.018,0.12,0.11,0.051,0.73,0.4,0.12,21-25,Primary,Exercise
0.18,0.028,0.1,0.07,0.052,0.58,0.48,0.19,21-25,Secondary,Seeking Help
0.36,0.022,0.12,0.03,0.038,0.64,0.26,0.15,15-20,No Formal Education,Isolation
0.36,0.026,0.11,0.16,0.03,0.49,0.39,0.15,15-20,Tertiary,Socializing
0.45,0.02,0.16,0.13,0.03,0.57,0.24,0.05,21-25,Primary,Isolation
0.38,0.017,0.1,0.18,0.073,0.59,0.38,0.0,21-25,Primary,Exercise
0.27,0.02,0.12,0.15,0.007,0.71,0.42,0.15,26-30,Secondary,Seeking Help
0.26,0.02,0.1,0.08,0.042,0.52,0.49,0.08,26-30,Tertiary,Isolation
0.32,0.011,0.1,0.19,0.019,0.56,0.44,0.22,15-20,Primary,Substance Use
0.17,0.021,0.08,0.15,0.05,0.56,0.39,0.14,26-30,Tertiary,Exercise
0.38,0.015,0.09,0.2,0.052,0.81,0.33,0.14,15-20,No Formal Education,Substance Use
0.31,0.013,0.14,0.16,0.052,0.63,0.45,0.09,26-30,Secondary,Socializing
0.23,0.02,0.1,0.17,0.034,0.61,0.23,0.13,15-20,Secondary,Seeking Help
0.35,0.022,0.14,0.14,0.044,0.43,0.43,0.07,21-25,Primary,Isolation
0.25,0.02,0.17,0.09,0.089,0.5,0.32,0.1,21-25,Secondary,Exercise
0.23,0.02,0.16,0.24,0.067,0.58,0.49,0.13,21-25,No Formal Education,Socializing
0.15,0.02,0.1,0.18,0.046,0.51,0.49,0.1,21-25,Tertiary,Isolation
0.2,0.018,0.07,0.08,0.044,0.68,0.31,0.1,21-25,Primary,Isolation
0.38,0.018,0.11,0.16,0.036,0.6,0.28,0.11,15-20,Primary,Seeking Help
0.36,0.021,0.09,0.1,0.059,0.49,0.44,0.15,21-25,Secondary,Seeking Help
0.25,0.023,0.1,0.08,0.037,0.48,0.32,0.03,26-30,Tertiary,Isolation
0.36,0.018,0.18,0.14,0.072,0.57,0.4,0.14,15-20,Secondary,Isolation
0.31,0.011,0.06,0.14,0.044,0.46,0.42,0.12,21-25,Primary,Seeking Help
0.39,0.02,0.12,0.11,0.047,0.64,0.5,0.1,15-20,Secondary,Seeking Help
0.32,0.019,0.11,0.15,0.049,0.51,0.49,0.09,15-20,Secondary,Isolation
0.23,0.02,0.13,0.14,0.06,0.6,0.4,0.04,15-20,Primary,Socializing
0.31,0.018,0.06,0.1,0.059,0.64,0.29,0.07,26-30,Secondary,Socializing
0.2,0.017,0.1,0.12,0.079,0.74,0.42,0.06,15-20,No Formal Education,Substance Use
0.52,0.027,0.11,0.06,0.01,0.51,0.41,0.09,26-30,Secondary,Socializing
0.35,0.016,0.15,0.17,0.038,0.65,0.35,0.16,21-25,Secondary,Seeking Help
0.3,0.03,0.13,0.18,0.056,0.61,0.21,0.08,26-30,Primary,Isolation
0.29,0.016,0.11,0.14,0.049,0.53,0.4,0.07,15-20,No Formal Education,Seeking Help
0.05,0.018,0.08,0.04,0.062,0.47,0.41,0.02,15-20,Primary,Socializing
0.26,0.023,0.19,0.16,0.06,0.65,0.47,0.05,26-30,Tertiary,Exercise
0.24,0.027,0.11,0.08,0.053,0.68,0.43,0.02,26-30,Primary,Isolation
0.26,0.024,0.09,0.13,0.055,0.47,0.32,0.05,26-30,Primary,Exercise
0.28,0.027,0.11,0.15,0.058,0.47,0.35,0.12,21-25,Tertiary,Socializing
0.32,0.024,0.12,0.14,0.061,0.54,0.54,0.13,21-25,Secondary,Seeking Help
0.29,0.017,0.12,0.11,0.06,0.46,0.37,0.04,26-30,Secondary,Seeking Help
0.34,0.026,0.09,0.17,0.037,0.68,0.39,0.03,26-30,Secondary,Seeking Help
0.52,0.01,0.08,0.13,0.058,0.81,0.36,0.06,21-25,Tertiary,Exercise
0.27,0.024,0.08,0.09,0.037,0.52,0.47,0.14,21-25,Secondary,Exercise
0.26,0.023,0.08,0.11,0.055,0.27,0.27,0.07,21-25,Tertiary,Socializing
0.11,0.025,0.11,0.07,0.036,0.6,0.37,0.1,21-25,Primary,Seeking Help
0.18,0.017,0.11,0.15,0.072,0.59,0.67,0.11,26-30,Tertiary,Seeking Help
0.32,0.017,0.11,0.07,0.056,0.81,0.42,0.08,15-20,Tertiary,Seeking Help
0.25,0.014,0.14,0.17,0.072,0.55,0.43,0.07,21-25,Primary,Seeking Help
0.27,0.02,0.11,0.04,0.033,0.66,0.32,0.08,21-25,Secondary,Isolation
0.24,0.017,0.04,0.13,0.047,0.55,0.4,0.11,26-30,Secondary,Seeking Help
0.06,0.015,0.1,0.12,0.021,0.57,0.49,0.12,26-30,Primary,Socializing
0.41,0.011,0.13,0.15,0.029,0.55,0.41,0.19,26-30,Secondary,Exercise
0.32,0.019,0.12,0.18,0.054,0.62,0.6,0.06,21-25,No Formal Education,Substance Use
0.31,0.018,0.11,0.13,0.056,0.58,0.39,0.11,21-25,Secondary,Exercise
0.28,0.022,0.11,0.07,0.06,0.72,0.3,0.16,26-30,Secondary,Seeking Help
0.25,0.015,0.15,0.15,0.049,0.7,0.47,0.1,21-25,Tertiary,Socializing
0.38,0.013,0.12,0.18,0.039,0.43,0.3,0.12,26-30,No Formal Education,Exercise
0.14,0.019,0.11,0.17,0.014,0.7,0.25,0.12,15-20,No Formal Education,Substance Use
0.18,0.026,0.14,0.09,0.051,0.46,0.38,0.11,15-20,Secondary,Socializing
0.35,0.03,0.08,0.17,0.045,0.63,0.52,0.11,15-20,Primary,Exercise
0.44,0.018,0.11,0.19,0.033,0.61,0.24,0.1,15-20,Secondary,Exercise
0.33,0.017,0.12,0.17,0.075,0.53,0.36,0.13,15-20,Secondary,Socializing
0.29,0.011,0.12,0.2,0.065,0.7,0.41,0.06,26-30,Tertiary,Seeking Help
0.39,0.022,0.12,0.25,0.041,0.71,0.46,0.09,21-25,Secondary,Isolation
0.11,0.017,0.1,0.06,0.04,0.41,0.36,0.14,21-25,Secondary,Exercise
0.21,0.017,0.1,0.18,0.055,0.48,0.37,0.14,15-20,No Formal Education,Seeking Help
0.33,0.019,0.05,0.16,0.068,0.44,0.55,0.1,15-20,Secondary,Seeking Help
0.2,0.025,0.1,0.08,0.023,0.49,0.45,0.07,21-25,Secondary,Socializing
0.36,0.021,0.1,0.24,0.033,0.5,0.52,0.14,15-20,Primary,Socializing
0.25,0.023,0.16,0.16,0.062,0.57,0.52,0.15,21-25,Tertiary,Substance Use
0.37,0.028,0.14,0.28,0.029,0.65,0.28,0.1,21-25,Primary,Seeking Help
0.23,0.016,0.12,0.14,0.066,0.69,0.38,0.18,26-30,Secondary,Exercise
0.33,0.024,0.08,0.14,0.033,0.5,0.0,0.05,21-25,Secondary,Isolation
0.18,0.018,0.12,0.16,0.059,0.67,0.53,0.04,26-30,Secondary,Exercise
0.31,0.015,0.1,0.15,0.048,0.79,0.57,0.08,26-30,Primary,Isolation
0.49,0.02,0.1,0.24,0.064,0.71,0.62,0.05,21-25,Secondary,Isolation
0.22,0.026,0.05,0.06,0.049,0.66,0.58,0.04,26-30,Tertiary,Seeking Help
0.28,0.023,0.12,0.25,0.029,0.66,0.24,0.02,21-25,Secondary,Seeking Help
0.2,0.016,0.1,0.15,0.036,0.62,0.38,0.13,15-20,Secondary,Socializing
0.28,0.014,0.13,0.21,0.042,0.62,0.31,0.14,26-30,No Formal Education,Exercise
0.15,0.021,0.16,0.03,0.061,0.67,0.39,0.15,15-20,Primary,Substance Use
0.16,0.019,0.18,0.09,0.041,0.45,0.34,0.19,26-30,No Formal Education,Socializing
0.3,0.014,0.11,0.16,0.027,0.5,0.1,0.09,26-30,Primary,Seeking Help
0.2,0.024,0.11,0.09,0.059,0.54,0.33,0.1,21-25,Secondary,Socializing
0.31,0.017,0.15,0.17,0.011,0.58,0.45,0.12,21-25,Secondary,Isolation
0.37,0.017,0.09,0.08,0.079,0.49,0.22,0.02,26-30,Tertiary,Seeking Help
0.27,0.026,0.15,0.08,0.024,0.75,0.31,0.17,15-20,No Formal Education,Exercise
0.26,0.02,0.12,0.15,0.043,0.7,0.42,0.09,26-30,Tertiary,Exercise
0.23,0.025,0.1,0.16,0.066,0.87,0.26,0.12,15-20,Secondary,Seeking Help
0.43,0.022,0.12,0.12,0.057,0.56,0.51,0.06,21-25,Primary,Exercise
0.4,0.027,0.1,0.15,0.055,0.55,0.32,0.03,21-25,Primary,Seeking Help
0.24,0.012,0.15,0.17,0.081,0.54,0.53,0.13,26-30,Secondary,Seeking Help
0.28,0.025,0.16,0.06,0.07,0.69,0.53,0.12,26-30,Secondary,Substance Use
0.2,0.024,0.1,0.15,0.068,0.76,0.4,0.1,15-20,Primary,Exercise
0.35,0.02,0.11,0.23,0.052,0.48,0.43,0.13,26-30,Tertiary,Socializing
0.22,0.019,0.1,0.23,0.01,0.55,0.47,0.11,21-25,Secondary,Seeking Help
0.39,0.02,0.12,0.2,0.042,0.44,0.43,0.06,21-25,Primary,Seeking Help
0.15,0.01,0.15,0.09,0.054,0.64,0.6,0.1,21-25,Tertiary,Exercise
0.27,0.028,0.1,0.1,0.04,0.53,0.47,0.12,21-25,Tertiary,Socializing
0.33,0.019,0.1,0.16,0.05,0.48,0.56,0.02,26-30,Tertiary,Exercise
0.47,0.022,0.13,0.15,0.072,0.46,0.46,0.11,21-25,No Formal Education,Exercise
0.42,0.028,0.12,0.12,0.048,0.52,0.37,0.12,21-25,Secondary,Seeking Help
0.41,0.018,0.13,0.14,0.062,0.6,0.23,0.16,15-20,Tertiary,Seeking Help
0.3,0.02,0.15,0.15,0.037,0.71,0.4,0.09,21-25,Tertiary,Seeking Help
0.34,0.021,0.13,0.2,0.047,0.52,0.27,0.07,21-25,Secondary,Substance Use
0.14,0.024,0.07,0.13,0.011,0.63,0.42,0.06,21-25,Secondary,Exercise
0.33,0.019,0.13,0.13,0.042,0.53,0.5,0.07,21-25,Primary,Isolation
0.31,0.011,0.1,0.28,0.036,0.46,0.55,0.11,21-25,Secondary,Exercise
0.39,0.013,0.13,0.11,0.047,0.76,0.32,0.11,26-30,Secondary,Seeking Help
0.0,0.019,0.15,0.04,0.069,0.79,0.46,0.07,15-20,Secondary,Socializing
0.34,0.013,0.13,0.14,0.049,0.82,0.58,0.16,26-30,Primary,Exercise
0.14,0.01,0.03,0.13,0.071,0.5,0.48,0.14,21-25,Secondary,Seeking Help
0.47,0.023,0.11,0.22,0.029,0.6,0.42,0.12,15-20,Tertiary,Substance Use
0.4,0.025,0.12,0.16,0.045,0.5,0.48,0.15,26-30,No Formal Education,Exercise
0.23,0.02,0.09,0.22,0.05,0.48,0.35,0.11,26-30,Tertiary,Exercise
0.28,0.022,0.14,0.12,0.088,0.69,0.35,0.11,21-25,Secondary,Socializing
0.21,0.018,0.13,0.14,0.05,0.56,0.6,0.06,15-20,Tertiary,Socializing
0.29,0.023,0.13,0.2,0.04,0.57,0.22,0.13,26-30,Tertiary,Socializing
0.17,0.013,0.13,0.19,0.021,0.68,0.41,0.07,15-20,Secondary,Socializing
0.25,0.028,0.09,0.08,0.052,0.55,0.53,0.16,26-30,No Formal Education,Exercise
0.28,0.016,0.12,0.13,0.073,0.46,0.5,0.19,21-25,Secondary,Seeking Help
0.28,0.016,0.18,0.17,0.058,0.76,0.34,0.1,21-25,Secondary,Exercise
0.32,0.014,0.09,0.08,0.031,0.64,0.38,0.08,21-25,Primary,Substance Use
0.4,0.016,0.1,0.16,0.029,0.71,0.43,0.14,21-25,Secondary,Isolation
0.4,0.016,0.11,0.03,0.043,0.48,0.4,0.14,21-25,Secondary,Seeking Help
0.4,0.014,0.1,0.09,0.025,0.69,0.42,0.1,26-30,Primary,Seeking Help
0.26,0.019,0.12,0.18,0.039,0.63,0.41,0.14,21-25,Secondary,Substance Use
0.37,0.019,0.07,0.12,0.056,0.56,0.39,0.13,26-30,Secondary,Socializing
0.22,0.017,0.13,0.13,0.051,0.75,0.37,0.11,26-30,Secondary,Isolation
0.35,0.023,0.16,0.15,0.035,0.59,0.36,0.15,21-25,Secondary,Isolation
0.29,0.026,0.13,0.17,0.038,0.58,0.39,0.03,26-30,Secondary,Exercise
0.52,0.018,0.15,0.13,0.041,0.62,0.42,0.16,21-25,Primary,Seeking Help
0.18,0.026,0.14,0.22,0.031,0.55,0.37,0.02,21-25,Primary,Exercise
0.33,0.011,0.1,0.16,0.041,0.56,0.38,0.09,21-25,Secondary,Substance Use
0.34,0.02,0.06,0.1,0.01,0.54,0.43,0.13,21-25,Secondary,Seeking Help
0.41,0.023,0.12,0.09,0.072,0.57,0.41,0.13,21-25,Primary,Exercise
0.2,0.021,0.13,0.19,0.046,0.57,0.37,0.07,15-20,Tertiary,Socializing
0.39,0.022,0.12,0.14,0.066,0.65,0.64,0.23,26-30,No Formal Education,Socializing
0.34,0.018,0.19,0.24,0.079,0.52,0.35,0.22,21-25,Secondary,Socializing
0.49,0.023,0.14,0.14,0.055,0.59,0.17,0.08,26-30,Tertiary,Exercise
0.33,0.023,0.08,0.15,0.066,0.52,0.12,0.11,26-30,No Formal Education,Substance Use
0.47,0.018,0.11,0.12,0.091,0.8,0.3,0.08,21-25,Secondary,Socializing
0.3,0.024,0.14,0.26,0.05,0.75,0.13,0.04,15-20,Secondary,Exercise
0.24,0.024,0.16,0.17,0.064,0.72,0.5,0.07,15-20,Secondary,Isolation
0.3,0.015,0.1,0.14,0.063,0.57,0.52,0.13,26-30,Secondary,Substance Use
0.32,0.021,0.09,0.13,0.028,0.49,0.52,0.07,21-25,Tertiary,Socializing
0.3,0.02,0.07,0.15,0.07,0.6,0.43,0.06,26-30,Secondary,Exercise
0.26,0.02,0.14,0.2,0.002,0.47,0.44,0.11,26-30,Secondary,Seeking Help
0.3,0.022,0.13,0.22,0.093,0.53,0.45,0.01,26-30,Secondary,Socializing
0.2,0.021,0.11,0.11,0.028,0.6,0.32,0.11,26-30,No Formal Education,Isolation
0.26,0.018,0.1,0.2,0.072,0.58,0.36,0.09,15-20,Tertiary,Seeking Help
0.08,0.015,0.11,0.26,0.045,0.4,0.31,0.17,26-30,No Formal Education,Seeking Help
0.36,0.015,0.08,0.14,0.038,0.66,0.34,0.11,15-20,Secondary,Seeking Help
0.37,0.031,0.09,0.24,0.03,0.35,0.44,0.14,15-20,Secondary,Socializing
0.31,0.024,0.06,0.14,0.062,0.48,0.27,0.1,15-20,Secondary,Substance Use
0.38,0.023,0.09,0.14,0.077,0.42,0.44,0.11,26-30,No Formal Education,Seeking Help
0.3,0.017,0.13,0.14,0.041,0.69,0.38,0.09,21-25,Tertiary,Seeking Help
0.3,0.021,0.17,0.14,0.054,0.49,0.46,0.09,26-30,Secondary,Exercise
0.3,0.027,0.1,0.1,0.066,0.4,0.45,0.15,26-30,No Formal Education,Seeking Help
0.3,0.023,0.14,0.22,0.055,0.72,0.34,0.11,15-20,Primary,Exercise
0.31,0.015,0.09,0.18,0.045,0.8,0.42,0.05,15-20,Tertiary,Seeking Help
0.2,0.017,0.11,0.15,0.046,0.71,0.38,0.09,26-30,Secondary,Seeking Help
0.23,0.018,0.13,0.16,0.006,0.66,0.46,0.17,15-20,No Formal Education,Exercise
0.31,0.017,0.15,0.11,0.042,0.47,0.43,0.08,26-30,Primary,Substance Use
0.4,0.021,0.12,0.08,0.065,0.41,0.21,0.09,15-20,Tertiary,Seeking Help
0.36,0.016,0.13,0.11,0.068,0.47,0.42,0.08,26-30,No Formal Education,Isolation
0.27,0.025,0.11,0.04,0.051,0.56,0.37,0.08,15-20,Primary,Socializing
0.55,0.026,0.14,0.13,0.068,0.69,0.3,0.14,15-20,No Formal Education,Seeking Help
0.37,0.02,0.16,0.1,0.07,0.4,0.53,0.11,26-30,Primary,Seeking Help
0.33,0.016,0.14,0.16,0.057,0.49,0.54,0.15,26-30,Secondary,Exercise
0.47,0.021,0.11,0.15,0.054,0.55,0.37,-0.0,26-30,Secondary,Isolation
0.18,0.014,0.12,0.14,0.011,0.44,0.42,0.12,15-20,Primary,Exercise
0.26,0.017,0.13,0.22,0.061,0.62,0.51,0.07,21-25,Tertiary,Substance Use
0.25,0.019,0.12,0.15,0.001,0.52,0.62,0.07,21-25,Secondary,Seeking Help
0.3,0.02,0.09,0.17,0.052,0.52,0.42,0.05,21-25,Secondary,Seeking Help
0.3,0.017,0.09,0.13,0.054,0.45,0.39,0.1,26-30,Secondary,Seeking Help
0.34,0.021,0.1,0.14,0.069,0.65,0.37,0.0,15-20,Primary,Substance Use
0.35,0.022,0.13,0.18,0.048,0.57,0.27,0.1,26-30,Primary,Seeking Help
0.35,0.02,0.13,0.17,0.008,0.69,0.35,0.08,15-20,Tertiary,Substance Use
0.27,0.021,0.12,0.16,0.036,0.61,0.44,0.05,15-20,Secondary,Exercise
0.34,0.02,0.06,0.15,0.074,0.63,0.48,0.14,21-25,Secondary,Socializing
0.26,0.024,0.21,0.21,0.025,0.64,0.41,0.12,26-30,No Formal Education,Seeking Help
0.17,0.029,0.1,0.21,0.033,0.6,0.55,0.05,21-25,Secondary,Socializing
0.4,0.015,0.09,0.22,0.071,0.71,0.43,0.14,21-25,Secondary,Socializing
0.26,0.021,0.2,0.09,0.09,0.86,0.36,0.12,15-20,Secondary,Isolation
0.34,0.018,0.15,0.15,0.047,0.73,0.29,0.09,26-30,Secondary,Substance Use
0.11,0.019,0.13,0.15,0.073,0.44,0.39,0.0,21-25,Primary,Isolation
0.27,0.018,0.05,0.18,0.049,0.57,0.26,0.1,21-25,Primary,Exercise
0.33,0.016,0.06,0.07,0.0,0.55,0.51,0.12,21-25,Secondary,Substance Use
0.21,0.021,0.11,0.14,0.05,0.65,0.41,0.05,21-25,Secondary,Substance Use
0.3,0.026,0.07,0.17,0.055,0.71,0.58,0.13,15-20,Secondary,Socializing
0.38,0.016,0.13,0.19,0.033,0.42,0.31,0.02,26-30,Primary,Socializing
0.42,0.016,0.13,0.14,0.034,0.61,0.47,0.17,15-20,Tertiary,Socializing
0.35,0.013,0.11,0.16,0.048,0.74,0.39,0.02,26-30,Secondary,Isolation
0.15,0.016,0.09,0.24,0.076,0.52,0.62,0.01,21-25,Secondary,Socializing
0.22,0.026,0.09,0.14,0.047,0.83,0.45,0.08,15-20,Tertiary,Isolation
0.19,0.029,0.11,0.17,0.031,0.48,0.48,0.07,15-20,Secondary,Isolation
0.4,0.027,0.15,0.18,0.06,0.63,0.53,0.12,21-25,Tertiary,Seeking Help
0.38,0.022,0.13,0.16,0.1,0.66,0.57,-0.0,15-20,Secondary,Seeking Help
0.34,0.021,0.1,0.24,0.051,0.59,0.29,0.07,15-20,Primary,Socializing
0.24,0.024,0.14,0.13,0.062,0.49,0.46,0.11,15-20,No Formal Education,Exercise
0.23,0.019,0.1,0.16,0.074,0.7,0.42,0.03,26-30,Secondary,Substance Use
0.2,0.021,0.11,0.22,0.043,0.54,0.49,0.1,26-30,Secondary,Socializing
0.34,0.011,0.09,0.13,0.047,0.61,0.34,0.07,26-30,Secondary,Socializing
0.39,0.031,0.12,0.03,0.078,0.74,0.38,0.09,21-25,Secondary,Isolation
0.33,0.022,0.14,0.07,0.04,0.39,0.28,0.04,21-25,No Formal Education,Exercise
0.34,0.026,0.15,0.17,0.043,0.72,0.42,0.04,26-30,Secondary,Isolation
0.18,0.016,0.13,0.15,0.028,0.73,0.29,0.12,21-25,Secondary,Socializing
0.3,0.02,0.19,0.22,0.024,0.64,0.37,0.06,21-25,Secondary,Seeking Help
0.46,0.019,0.13,0.2,0.068,0.52,0.37,0.17,26-30,No Formal Education,Exercise
0.15,0.012,0.11,0.23,0.073,0.53,0.42,0.14,15-20,Secondary,Isolation
0.3,0.021,0.11,0.07,0.032,0.72,0.36,0.01,21-25,Tertiary,Socializing
